Transcript stable ID version	Chromosome/scaffold name	Strand	Transcription start site (TSS)
ENST00000337392.10	19	1	44955380
ENST00000350498.8	7	-1	99408597
ENST00000403633.6	7	1	99408641
ENST00000222969.10	7	1	99408969
ENST00000235332.6	1	1	12019498
ENST00000300181.7	7	-1	100479214
ENST00000393991.5	7	-1	100479232
ENST00000344417.10	7	1	6590021
ENST00000409115.8	2	1	231708525
ENST00000341369.11	2	1	231708516
ENST00000308595.10	11	1	67266473
ENST00000256255.11	8	-1	30083064
ENST00000398129.5	4	1	2875896
ENST00000441788.7	19	1	3506311
ENST00000256441.5	5	1	69217760
ENST00000368003.6	1	1	161153978
ENST00000411463.2	8	1	23287929
ENST00000301488.8	11	-1	67508162
ENST00000319769.10	1	-1	161177507
ENST00000552766.5	12	1	56104537
ENST00000303305.11	12	1	56104559
ENST00000445755.7	19	1	17933015
ENST00000250894.8	16	1	1706183
ENST00000222308.8	19	-1	18543524
ENST00000608443.6	19	-1	18543573
ENST00000501597.3	12	1	56116590
ENST00000546591.6	12	1	56116633
ENST00000394048.10	12	1	56128267
ENST00000530028.3	15	1	48878134
ENST00000560490.1	15	1	48878136
ENST00000276569.8	8	-1	65634177
ENST00000341567.8	7	1	66921225
ENST00000222307.9	19	1	18557870
ENST00000595073.5	19	1	18557888
ENST00000602094.5	19	1	18559112
ENST00000246868.7	7	-1	66995586
ENST00000348108.8	12	1	56158356
ENST00000549017.5	12	1	56158357
ENST00000536128.5	12	1	56158362
ENST00000547649.5	12	1	56158362
ENST00000551589.5	12	1	56158369
ENST00000548400.5	12	1	56158382
ENST00000313732.9	16	-1	85011535
ENST00000442744.7	19	1	18571857
ENST00000597451.5	19	1	18573265
ENST00000395468.9	14	1	55051647
ENST00000312916.12	5	1	77030404
ENST00000577640.1	17	1	16380931
ENST00000302182.8	17	1	16381091
ENST00000358402.8	14	-1	65102504
ENST00000284165.10	14	-1	65102488
ENST00000312475.5	15	-1	88467388
ENST00000375151.5	X	1	54440404
ENST00000254616.11	11	1	6481501
ENST00000299427.12	11	-1	6619422
ENST00000303391.11	X	-1	154097717
ENST00000393892.8	17	1	41966795
ENST00000457167.9	17	-1	42017439
ENST00000426588.7	17	-1	42017151
ENST00000281141.9	10	1	12196188
ENST00000267116.8	12	-1	56258384
ENST00000262644.9	8	-1	56993867
ENST00000290949.8	16	-1	67481157
ENST00000399959.7	X	1	41334162
ENST00000380377.9	5	-1	77776339
ENST00000418115.6	3	-1	49411976
ENST00000452185.5	7	-1	44123530
ENST00000308982.12	3	1	128879620
ENST00000373241.9	10	-1	70170514
ENST00000407796.7	14	-1	104795748
ENST00000572681.6	19	1	42268537
ENST00000575354.6	19	1	42284665
ENST00000267812.4	15	-1	43824690
ENST00000369144.8	10	-1	119080817
ENST00000235329.10	1	1	11980444
ENST00000398733.8	5	1	139561339
ENST00000564910.5	15	1	65869456
ENST00000261890.7	15	1	65869491
ENST00000567671.1	15	1	65870013
ENST00000336273.8	8	1	97644184
ENST00000372759.4	1	1	40258236
ENST00000362003.10	4	1	705832
ENST00000395633.5	19	1	1241746
ENST00000261692.7	12	-1	123271856
ENST00000538446.5	12	-1	123269239
ENST00000276585.9	8	-1	80030259
ENST00000219313.9	16	1	74296814
ENST00000311212.9	8	-1	101205673
ENST00000517844.5	8	-1	101204701
ENST00000520347.5	8	-1	101205287
ENST00000374303.7	1	1	25819954
ENST00000395958.6	8	-1	100952020
ENST00000457309.2	8	-1	100952993
ENST00000361288.9	6	-1	34888042
ENST00000260210.5	11	-1	116772987
ENST00000286953.8	14	-1	103921529
ENST00000262306.11	16	-1	2777277
ENST00000409906.9	16	-1	2777280
ENST00000369552.9	6	1	87472974
ENST00000345519.10	9	1	36190921
ENST00000369536.10	6	-1	87589987
ENST00000448552.7	16	-1	69132588
ENST00000306585.9	16	-1	69132151
ENST00000361786.7	14	1	77098258
ENST00000451653.5	3	-1	42563632
ENST00000273156.11	3	-1	42582028
ENST00000268668.11	16	1	1959538
ENST00000343262.9	16	-1	1964826
ENST00000529806.5	16	-1	1964812
ENST00000262013.12	17	-1	51120868
ENST00000510283.5	17	-1	51046878
ENST00000521291.5	8	-1	98045514
ENST00000396070.6	8	-1	98045544
ENST00000287038.8	8	-1	98045545
ENST00000011691.6	3	1	42590860
ENST00000396651.8	1	1	44775540
ENST00000372209.3	1	1	44775573
ENST00000360403.7	1	-1	44986595
ENST00000331334.5	14	1	95535050
ENST00000321331.12	3	-1	42804490
ENST00000353107.8	8	1	100150636
ENST00000259963.4	6	1	17600302
ENST00000246337.9	1	1	45012254
ENST00000296577.9	4	1	145098311
ENST00000368886.10	10	-1	123008795
ENST00000310137.5	11	1	66616630
ENST00000483858.5	11	1	66638698
ENST00000398692.8	11	1	66638698
ENST00000310092.12	11	1	66638703
ENST00000454497.6	4	-1	145179680
ENST00000371738.4	9	-1	136363744
ENST00000371953.8	10	1	87863625
ENST00000472832.3	10	1	87864329
ENST00000371756.4	9	-1	135961373
ENST00000287022.10	8	-1	96235545
ENST00000518406.5	8	-1	96235539
ENST00000590720.6	17	1	42833397
ENST00000293362.7	17	1	42833471
ENST00000374518.6	10	1	42782795
ENST00000247161.8	X	-1	47650488
ENST00000561792.7	16	1	69424667
ENST00000373943.9	1	1	27773219
ENST00000311772.10	1	1	27830782
ENST00000373358.8	X	1	76173062
ENST00000373912.8	1	-1	27914575
ENST00000340908.9	12	1	752579
ENST00000279146.8	11	1	67483026
ENST00000575829.6	16	1	29962087
ENST00000566848.5	16	1	29962677
ENST00000260045.8	11	-1	76381132
ENST00000256545.9	15	-1	34101862
ENST00000327772.7	12	-1	95003697
ENST00000325954.9	12	1	120534356
ENST00000413266.6	12	1	120534812
ENST00000249209.8	15	1	34225013
ENST00000267750.9	15	1	34225016
ENST00000552981.6	12	1	98593686
ENST00000278100.11	10	1	125823546
ENST00000299130.7	10	1	125823546
ENST00000375249.5	9	1	96450169
ENST00000340020.11	1	-1	222712491
ENST00000265028.8	3	1	186570720
ENST00000358007.7	12	1	12813346
ENST00000379704.7	9	-1	33264571
ENST00000223500.9	9	1	33265049
ENST00000309244.9	19	-1	51366388
ENST00000348035.9	7	1	6374527
ENST00000438607.2	3	1	48440257
ENST00000441793.6	6	-1	31641855
ENST00000375976.8	6	-1	31652393
ENST00000298299.4	10	1	45000923
ENST00000355621.8	7	-1	129952960
ENST00000320805.9	16	1	28950937
ENST00000378251.3	1	-1	3796498
ENST00000433866.7	16	1	83807978
ENST00000302424.13	10	1	102644495
ENST00000371717.8	9	1	136410658
ENST00000264963.9	2	-1	96740064
ENST00000299166.9	10	-1	100529871
ENST00000228872.9	12	1	12717368
ENST00000455836.1	12	1	112013348
ENST00000261735.4	12	1	112013426
ENST00000253727.10	19	1	50376457
ENST00000376016.8	10	-1	27154384
ENST00000328631.10	3	-1	48717221
ENST00000340879.8	3	-1	48717216
ENST00000381854.4	9	1	4679569
ENST00000361217.9	1	-1	153946718
ENST00000381809.8	9	-1	4741202
ENST00000225665.12	17	-1	4940046
ENST00000480824.7	6	1	36885952
ENST00000262482.11	17	1	4940268
ENST00000575111.5	17	1	4940381
ENST00000336854.9	12	1	52069978
ENST00000373627.10	6	-1	36986196
ENST00000373616.9	6	-1	36986298
ENST00000460219.3	6	-1	36986173
ENST00000313899.12	4	-1	82373991
ENST00000353341.8	4	-1	82373986
ENST00000225655.6	17	-1	4948530
ENST00000579649.5	19	1	5674947
ENST00000347512.8	19	1	5690295
ENST00000579446.1	19	1	5690306
ENST00000394580.2	19	1	5690316
ENST00000170447.12	3	1	12557087
ENST00000271843.9	1	-1	153977674
ENST00000309324.9	19	-1	5680516
ENST00000368575.5	1	-1	153986339
ENST00000206020.8	17	-1	4967817
ENST00000519449.5	8	-1	100303259
ENST00000295470.10	4	-1	82430462
ENST00000507721.5	4	-1	82429397
ENST00000602300.5	4	-1	82429441
ENST00000317506.8	16	-1	67806560
ENST00000262646.12	8	1	60516987
ENST00000412830.8	12	1	107685799
ENST00000541166.1	12	1	107686042
ENST00000228437.10	12	-1	107761137
ENST00000358746.7	5	-1	95554977
ENST00000359282.9	12	1	53452102
ENST00000546463.6	12	1	53452102
ENST00000552819.5	12	1	53454734
ENST00000439930.7	12	1	53454779
ENST00000547859.2	12	1	53461136
ENST00000585374.5	19	-1	5720146
ENST00000412585.7	6	-1	31357179
ENST00000559844.6	15	1	64095982
ENST00000303596.3	16	1	67842320
ENST00000301264.7	19	-1	3969828
ENST00000596311.5	19	-1	3971123
ENST00000332624.8	2	-1	201451458
ENST00000309311.7	19	-1	3985463
ENST00000262971.3	19	1	4007736
ENST00000300408.8	17	-1	49414882
ENST00000419140.7	17	-1	49414848
ENST00000339697.5	6	-1	122471807
ENST00000322357.9	19	-1	4066899
ENST00000262948.10	19	-1	4124122
ENST00000394867.9	19	-1	4118160
ENST00000590253.3	17	1	44070730
ENST00000269097.9	17	1	44070735
ENST00000261884.8	15	1	64387836
ENST00000296425.10	4	-1	128287813
ENST00000376488.8	X	-1	48957607
ENST00000310300.11	7	-1	100586129
ENST00000419235.7	6	1	292487
ENST00000586472.5	19	1	1266653
ENST00000320936.9	19	1	1269337
ENST00000588344.2	19	1	1270943
ENST00000225388.9	17	-1	29294148
ENST00000320895.10	5	-1	1345099
ENST00000374586.8	9	-1	109119947
ENST00000287667.12	16	1	14833721
ENST00000457607.1	3	1	47825028
ENST00000455385.7	7	-1	106112312
ENST00000554546.5	14	-1	73458617
ENST00000367739.9	6	-1	137219385
ENST00000428154.5	7	1	103297435
ENST00000306193.8	4	-1	169010255
ENST00000301011.10	16	1	88570403
ENST00000262213.7	8	-1	70608416
ENST00000236051.3	1	-1	43172290
ENST00000531978.5	11	1	8682788
ENST00000524496.5	11	1	8682789
ENST00000532359.5	11	1	8682792
ENST00000530022.5	11	1	8682810
ENST00000367439.8	1	-1	193105414
ENST00000562442.5	16	1	14632932
ENST00000261658.7	16	1	14632951
ENST00000264431.8	4	1	159267737
ENST00000352983.7	8	-1	73293633
ENST00000396466.5	8	-1	73295789
ENST00000259512.9	8	-1	123042302
ENST00000289816.9	16	1	89720985
ENST00000308020.6	11	1	450279
ENST00000544848.3	12	1	14774405
ENST00000261167.7	12	-1	14803478
ENST00000378364.8	16	-1	88811928
ENST00000426324.6	16	-1	88811925
ENST00000265758.7	7	1	73683597
ENST00000353411.11	5	-1	134176950
ENST00000522552.5	5	-1	134176964
ENST00000521216.5	5	-1	134176920
ENST00000517625.5	5	-1	134176719
ENST00000328392.10	5	-1	134176950
ENST00000353487.7	12	-1	120904358
ENST00000225525.4	17	-1	3668578
ENST00000261868.10	15	1	44537147
ENST00000248378.6	17	1	3668812
ENST00000433473.8	1	-1	40097252
ENST00000402285.7	2	1	55231903
ENST00000404735.1	2	1	55232678
ENST00000272317.11	2	1	55232688
ENST00000222673.6	7	1	44606627
ENST00000351677.7	12	1	112418947
ENST00000336418.9	15	-1	89893994
ENST00000304332.8	5	-1	135399887
ENST00000312469.8	5	-1	135399211
ENST00000576910.7	17	1	46923128
ENST00000393456.7	17	1	46923188
ENST00000253457.8	16	-1	85799544
ENST00000253452.8	16	1	85799695
ENST00000526104.6	11	1	207708
ENST00000527696.5	11	1	209069
ENST00000339647.6	12	-1	124914650
ENST00000538617.5	12	-1	124915303
ENST00000066544.8	17	-1	47189295
ENST00000367569.4	6	-1	144095573
ENST00000210060.12	19	-1	12681880
ENST00000303319.10	2	-1	149587775
ENST00000361439.9	16	-1	27268772
ENST00000344843.12	1	-1	1407293
ENST00000344517.5	1	-1	229558707
ENST00000288828.9	7	1	5190233
ENST00000382384.6	7	1	5190273
ENST00000221494.10	19	1	2236824
ENST00000221801.8	19	-1	39846379
ENST00000542817.1	16	-1	21405319
ENST00000262815.13	19	1	19320829
ENST00000231512.5	5	-1	133968625
ENST00000395044.7	5	-1	134004742
ENST00000395047.6	5	-1	134004842
ENST00000544599.5	12	-1	66169511
ENST00000398033.8	12	-1	66169998
ENST00000542724.5	12	-1	66169999
ENST00000372343.8	1	1	43946950
ENST00000532642.5	1	1	43974944
ENST00000236067.8	1	1	43974948
ENST00000601048.6	19	1	47778703
ENST00000219548.9	16	1	680410
ENST00000225726.10	17	-1	63773597
ENST00000352456.7	19	1	41262496
ENST00000392006.8	19	1	41264372
ENST00000204549.9	15	-1	65133808
ENST00000300107.7	15	-1	65185342
ENST00000374675.7	6	1	33200826
ENST00000374677.8	6	1	33200867
ENST00000237889.9	2	1	201072001
ENST00000427159.7	17	-1	63827663
ENST00000357790.5	15	1	69452814
ENST00000260379.11	15	1	69452818
ENST00000261798.10	5	-1	149551439
ENST00000377843.8	5	-1	149551439
ENST00000315082.9	16	1	668132
ENST00000000233.10	7	1	127588411
ENST00000358227.5	9	-1	7799778
ENST00000448276.7	17	-1	63842685
ENST00000230895.11	5	-1	10761234
ENST00000244520.10	6	1	34757505
ENST00000334828.6	10	1	97426191
ENST00000360359.5	6	1	34889255
ENST00000437198.7	16	-1	14630260
ENST00000566423.5	15	-1	52569239
ENST00000260665.12	2	-1	43995989
ENST00000429029.6	7	1	157336966
ENST00000262177.9	7	1	157337004
ENST00000347970.7	15	-1	101652391
ENST00000525634.6	11	-1	17077667
ENST00000228140.6	11	-1	17077666
ENST00000367103.4	1	1	206684905
ENST00000321685.7	11	1	64230278
ENST00000321460.5	11	1	64230758
ENST00000431606.5	11	-1	57712215
ENST00000230085.13	6	-1	108261040
ENST00000426155.6	6	-1	108260964
ENST00000349379.5	6	-1	108261244
ENST00000283646.5	2	1	88691673
ENST00000434724.7	16	-1	11915956
ENST00000563468.5	16	-1	11897888
ENST00000260443.9	15	-1	55196941
ENST00000303577.7	2	1	70087477
ENST00000334660.10	15	1	41231268
ENST00000293328.8	17	-1	42276391
ENST00000373703.5	1	-1	31644876
ENST00000434618.7	6	-1	33314078
ENST00000254337.11	19	1	13952509
ENST00000219281.8	16	1	58001407
ENST00000366815.10	1	1	226062716
ENST00000366812.6	1	-1	226186741
ENST00000327761.7	3	-1	50337464
ENST00000229340.10	12	-1	120116753
ENST00000300648.7	12	-1	120194715
ENST00000528838.6	8	1	144291604
ENST00000229854.12	6	-1	52284881
ENST00000309328.8	11	1	65570477
ENST00000225504.8	17	-1	58352201
ENST00000581540.5	17	-1	58351661
ENST00000580947.1	17	-1	58353093
ENST00000392514.9	12	-1	120201111
ENST00000552292.5	12	-1	120197808
ENST00000546989.5	12	-1	120201110
ENST00000449319.2	11	1	65572462
ENST00000530349.2	11	1	65572538
ENST00000372483.9	9	1	129626163
ENST00000332290.4	6	1	169702126
ENST00000532507.5	11	-1	65607026
ENST00000309100.8	11	-1	65614221
ENST00000437136.5	1	-1	39564491
ENST00000372857.7	1	-1	39576744
ENST00000372858.8	1	-1	39576790
ENST00000262319.11	16	1	1493360
ENST00000303407.12	9	-1	134068026
ENST00000324306.11	7	1	100015596
ENST00000361532.9	1	-1	150629140
ENST00000271690.12	1	-1	150629577
ENST00000292363.10	19	-1	663214
ENST00000533806.5	8	-1	144428548
ENST00000304301.11	16	1	4693562
ENST00000301964.7	3	-1	9792473
ENST00000380191.9	10	-1	5813434
ENST00000330899.5	9	1	33025273
ENST00000397149.4	9	-1	33076674
ENST00000371579.7	9	-1	137114733
ENST00000398148.7	19	-1	6424794
ENST00000594496.5	19	-1	6415684
ENST00000355653.8	17	-1	43022385
ENST00000392086.8	2	1	219279344
ENST00000336576.10	2	1	219279366
ENST00000253024.10	19	1	58544064
ENST00000397238.7	7	1	151086475
ENST00000473312.5	7	1	151086742
ENST00000461065.1	7	1	151134425
ENST00000268802.10	16	-1	69754926
ENST00000260952.9	2	1	189661459
ENST00000264028.5	11	1	118572409
ENST00000534182.2	11	1	118572436
ENST00000253023.8	19	-1	58558611
ENST00000595957.5	19	-1	58558954
ENST00000601220.5	19	-1	58554973
ENST00000312547.7	19	-1	58555105
ENST00000376395.9	9	-1	83707958
ENST00000304979.8	1	1	42658423
ENST00000378887.4	19	1	35995188
ENST00000393695.8	11	-1	72080542
ENST00000348165.10	7	1	157138926
ENST00000409171.5	2	1	227472372
ENST00000458212.1	2	1	227536955
ENST00000258955.7	17	1	50478860
ENST00000321358.12	1	1	42682418
ENST00000450791.8	12	-1	132828869
ENST00000344836.9	16	-1	8963906
ENST00000268171.8	15	1	90868588
ENST00000368346.7	1	-1	155562693
ENST00000270517.12	19	-1	11529134
ENST00000569436.7	16	1	67847114
ENST00000407627.7	19	-1	8005641
ENST00000596459.5	19	-1	8002203
ENST00000374023.8	6	-1	34696767
ENST00000266735.10	12	1	95858952
ENST00000602318.6	1	-1	110407694
ENST00000268607.10	16	1	87392336
ENST00000399069.8	16	1	25111742
ENST00000262809.9	19	-1	18522070
ENST00000286760.5	15	1	82809628
ENST00000199389.11	7	-1	6059175
ENST00000292599.4	5	1	179732822
ENST00000514251.5	3	1	141387812
ENST00000357849.9	8	-1	67062133
ENST00000326181.11	16	1	2155782
ENST00000534355.6	11	1	57741491
ENST00000262187.10	7	-1	151519895
ENST00000472642.5	7	-1	151519183
ENST00000368010.4	1	-1	161118037
ENST00000598605.1	19	1	39380734
ENST00000270176.10	11	1	65525083
ENST00000420247.6	11	1	65525085
ENST00000314797.10	3	1	129249606
ENST00000509889.5	3	1	129265752
ENST00000383463.9	3	1	129278870
ENST00000389735.7	3	1	129278974
ENST00000393085.4	7	-1	135977359
ENST00000513761.6	4	1	169620578
ENST00000432648.8	1	1	38991276
ENST00000335420.10	7	1	130070534
ENST00000360541.10	5	-1	138543236
ENST00000162391.8	12	1	8032716
ENST00000301727.9	16	1	2223591
ENST00000355665.7	4	-1	68350089
ENST00000579690.5	4	-1	68349753
ENST00000394434.7	5	-1	146182650
ENST00000358595.10	1	-1	150876599
ENST00000395068.9	8	1	143990056
ENST00000313269.5	8	1	143990058
ENST00000534791.5	8	1	143991454
ENST00000320225.10	16	-1	2268126
ENST00000566397.5	16	-1	2264331
ENST00000318911.5	8	1	144095076
ENST00000398712.7	8	-1	144103773
ENST00000366794.10	1	-1	226408093
ENST00000414441.5	7	1	100428817
ENST00000310512.4	7	1	100429831
ENST00000354667.8	7	-1	26200746
ENST00000356674.8	7	-1	26201047
ENST00000262633.9	19	1	35629036
ENST00000261866.12	15	-1	44663662
ENST00000559511.6	15	-1	44663647
ENST00000319248.13	1	-1	45521884
ENST00000261427.10	4	1	39698136
ENST00000303538.13	4	-1	39977911
ENST00000318607.10	8	-1	100722088
ENST00000519100.6	8	-1	100721645
ENST00000519004.5	8	-1	100722087
ENST00000522387.5	8	-1	100721992
ENST00000522658.6	8	-1	100721851
ENST00000517403.5	8	-1	100712761
ENST00000310074.8	4	1	7043372
ENST00000264954.5	4	-1	7068064
ENST00000356205.9	1	-1	153963537
ENST00000395422.4	7	-1	56106476
ENST00000370994.8	1	-1	67430415
ENST00000370995.6	1	-1	67430386
ENST00000361219.11	1	-1	67430402
ENST00000370990.5	1	-1	67430372
ENST00000220853.8	8	1	108443624
ENST00000239231.7	5	-1	168579368
ENST00000220849.10	8	-1	108248717
ENST00000521440.6	8	-1	108248727
ENST00000379095.5	15	1	90265672
ENST00000361574.10	19	-1	913219
ENST00000264995.8	3	-1	131502971
ENST00000558813.5	15	1	48331405
ENST00000545521.5	16	1	29806106
ENST00000219782.11	16	1	29806529
ENST00000568544.5	16	1	29808051
ENST00000305786.7	7	-1	25125260
ENST00000409409.5	7	-1	25125249
ENST00000567404.5	16	1	21597222
ENST00000396014.8	16	1	21599558
ENST00000358154.8	16	1	21599577
ENST00000524349.5	8	-1	56074506
ENST00000009589.8	8	-1	56074506
ENST00000313324.9	7	-1	6348967
ENST00000457408.7	7	-1	44582231
ENST00000343810.9	12	-1	49568142
ENST00000382762.8	11	-1	207399
ENST00000222247.10	19	1	17859910
ENST00000223136.5	7	-1	101245081
ENST00000392246.7	2	-1	202238597
ENST00000367210.3	1	1	203795623
ENST00000332127.8	1	1	203795706
ENST00000310864.11	3	-1	121835060
ENST00000264279.10	2	1	202265763
ENST00000372797.7	1	1	40040233
ENST00000340450.7	1	1	40040753
ENST00000328085.10	16	1	14937443
ENST00000198767.11	16	-1	15094272
ENST00000264993.8	3	1	133573686
ENST00000431519.6	3	1	133573976
ENST00000420115.6	3	1	133574457
ENST00000012443.9	19	1	46347087
ENST00000022615.9	8	1	42391880
ENST00000281187.10	11	1	134224671
ENST00000591899.8	19	-1	1605462
ENST00000258418.10	2	1	230712842
ENST00000382952.8	4	-1	1249130
ENST00000503594.6	4	-1	1250329
ENST00000344726.10	6	-1	79234682
ENST00000275036.11	6	-1	79234689
ENST00000314852.2	15	-1	75648706
ENST00000434299.5	1	1	45550804
ENST00000351829.9	1	1	45550826
ENST00000471651.1	1	1	45551068
ENST00000382409.4	11	-1	695222
ENST00000276689.8	8	1	124539123
ENST00000495461.6	3	-1	53891859
ENST00000367378.6	6	1	149749444
ENST00000367380.9	6	1	149749695
ENST00000367384.8	6	1	149749741
ENST00000538342.5	16	1	28863806
ENST00000359285.10	16	1	28863843
ENST00000296444.7	3	-1	48504174
ENST00000426002.5	3	-1	48473208
ENST00000608424.6	3	1	49007391
ENST00000296412.14	4	-1	99088788
ENST00000307102.10	15	1	66386912
ENST00000566326.1	15	1	66453454
ENST00000222305.8	19	1	35268962
ENST00000343550.9	19	1	35268978
ENST00000257966.13	12	1	57693841
ENST00000315970.12	12	1	57694132
ENST00000221138.9	8	-1	30812818
ENST00000307961.11	15	-1	66504855
ENST00000568588.5	15	-1	66524532
ENST00000569438.2	15	-1	66504845
ENST00000402136.5	2	-1	241617501
ENST00000407315.6	2	-1	241637158
ENST00000448903.7	11	1	925870
ENST00000317089.10	16	-1	46973674
ENST00000308025.8	12	-1	48852163
ENST00000262519.14	16	1	30957754
ENST00000397333.4	12	-1	132144319
ENST00000301686.13	16	-1	636305
ENST00000299424.9	11	-1	6612216
ENST00000527248.3	11	-1	6612189
ENST00000601492.5	19	1	41860255
ENST00000598742.6	19	1	41860255
ENST00000221975.6	19	1	41860257
ENST00000593863.5	19	1	41860446
ENST00000222008.11	19	-1	41959321
ENST00000327044.7	1	-1	959256
ENST00000301740.13	16	1	2752638
ENST00000360840.9	1	1	54200167
ENST00000322157.9	17	1	47531108
ENST00000309137.13	16	-1	57186039
ENST00000569266.5	16	-1	57178557
ENST00000222219.8	19	-1	12881449
ENST00000252445.8	19	-1	11559230
ENST00000371933.8	1	-1	46719114
ENST00000407969.5	3	1	9428925
ENST00000367942.4	1	1	161766320
ENST00000319942.8	1	1	75786256
ENST00000406452.8	8	-1	86508686
ENST00000226798.9	4	1	189940872
ENST00000251241.9	17	1	59565610
ENST00000323146.8	5	1	140564828
ENST00000409096.5	2	-1	224569825
ENST00000313143.9	3	1	184155377
ENST00000372458.8	1	-1	43368011
ENST00000287218.9	6	1	37819727
ENST00000373391.6	6	1	37819798
ENST00000292807.9	3	1	184174855
ENST00000442686.2	3	1	184174882
ENST00000373365.5	6	-1	38703145
ENST00000194118.8	5	1	141923855
ENST00000432126.7	5	1	141923871
ENST00000507481.2	5	1	141934240
ENST00000395290.6	11	-1	47489024
ENST00000308677.9	19	-1	14117762
ENST00000337002.9	3	1	169966807
ENST00000480708.5	3	1	169966808
ENST00000243563.8	19	1	40751203
ENST00000357997.10	12	-1	132761832
ENST00000403747.7	16	1	1309627
ENST00000397514.8	16	1	1309636
ENST00000498926.7	12	1	132710842
ENST00000420329.6	15	1	90529925
ENST00000571958.1	17	-1	1651269
ENST00000304992.11	17	-1	1684867
ENST00000321256.10	3	-1	196942528
ENST00000314940.7	5	-1	137754363
ENST00000602845.2	3	1	196942674
ENST00000300289.10	15	1	43746438
ENST00000361605.4	1	-1	3900272
ENST00000310144.11	17	1	63827431
ENST00000581882.5	17	1	63827878
ENST00000283131.4	4	1	143513702
ENST00000368235.8	1	1	156591776
ENST00000262577.6	8	-1	143541447
ENST00000263960.7	2	1	197453552
ENST00000378119.9	6	-1	24719154
ENST00000355238.11	6	-1	85642991
ENST00000369622.8	6	-1	85642886
ENST00000361531.6	1	-1	156741088
ENST00000368211.8	1	-1	156741131
ENST00000389629.9	15	1	41417095
ENST00000271526.9	1	1	156767535
ENST00000242719.4	1	1	51236273
ENST00000425753.7	8	-1	143617549
ENST00000357066.8	19	-1	2096326
ENST00000328649.11	15	-1	90233941
ENST00000374231.8	6	-1	33711684
ENST00000506578.5	6	-1	33777144
ENST00000293760.10	6	-1	33789130
ENST00000508327.5	6	-1	33787001
ENST00000229390.8	12	-1	120469748
ENST00000371477.4	6	1	44387706
ENST00000302174.9	4	1	87422573
ENST00000456793.2	2	-1	27071654
ENST00000429985.1	2	-1	27071649
ENST00000370152.8	1	1	100038095
ENST00000260643.7	2	-1	27134636
ENST00000221922.11	19	1	47256525
ENST00000509736.5	4	1	151099624
ENST00000274065.9	4	1	151099628
ENST00000512797.5	4	1	151099668
ENST00000469838.5	3	1	50088919
ENST00000347869.8	3	1	50088919
ENST00000394920.6	8	-1	144792389
ENST00000527914.5	8	-1	144792423
ENST00000262584.7	8	-1	144792587
ENST00000533397.5	8	-1	144792153
ENST00000292431.5	19	1	13118264
ENST00000602911.5	19	1	38374759
ENST00000592561.5	19	1	38374772
ENST00000327300.12	1	1	32013868
ENST00000436644.6	5	-1	43557093
ENST00000398153.7	6	-1	125301967
ENST00000373625.8	1	1	32108056
ENST00000232125.9	3	1	122384176
ENST00000477892.5	3	1	122384182
ENST00000469967.1	3	1	122384198
ENST00000344337.11	3	-1	122514939
ENST00000405489.7	2	1	27212370
ENST00000370321.8	1	1	92832040
ENST00000346495.6	15	-1	77071109
ENST00000561277.5	15	-1	77071122
ENST00000258424.3	2	1	97646062
ENST00000289228.7	2	-1	97664044
ENST00000245046.7	3	-1	9986841
ENST00000470827.3	3	-1	10011116
ENST00000466490.7	3	1	133784023
ENST00000502346.2	5	-1	83077394
ENST00000450554.6	19	1	55654146
ENST00000308924.9	19	1	55655035
ENST00000392038.7	19	-1	40285345
ENST00000361368.7	7	-1	99144108
ENST00000237654.9	4	-1	77075989
ENST00000505059.7	5	-1	1799837
ENST00000274137.10	5	1	1801407
ENST00000261716.8	17	1	29390363
ENST00000250113.12	17	-1	7614897
ENST00000522385.2	5	-1	134225554
ENST00000300688.8	11	1	118401606
ENST00000293217.10	17	-1	75979166
ENST00000409600.6	2	1	200811910
ENST00000273590.4	3	1	49412423
ENST00000315717.10	2	1	218217189
ENST00000447998.7	5	-1	150759017
ENST00000248450.9	2	-1	218270137
ENST00000444053.5	2	-1	218270178
ENST00000271628.9	1	-1	149927803
ENST00000312637.5	5	1	100535374
ENST00000311936.8	12	-1	25250929
ENST00000448864.6	3	1	197950190
ENST00000248451.7	2	1	218270392
ENST00000331134.11	17	-1	81637112
ENST00000507110.6	5	1	44808947
ENST00000367334.9	1	-1	201154494
ENST00000328848.6	15	-1	34343136
ENST00000356126.8	17	-1	67366577
ENST00000322088.11	19	1	52190052
ENST00000391791.4	19	1	52220983
ENST00000323460.10	3	1	196867920
ENST00000304786.12	1	1	225777826
ENST00000366839.8	1	1	225777837
ENST00000376957.7	1	-1	11060018
ENST00000314028.11	17	-1	82273700
ENST00000376936.9	1	-1	11099869
ENST00000306384.5	2	1	85584431
ENST00000196551.8	19	1	58387269
ENST00000306368.9	2	1	85595745
ENST00000236273.9	1	-1	25232502
ENST00000323701.11	2	1	85616186
ENST00000292524.6	8	1	144517992
ENST00000294258.8	11	1	65084222
ENST00000262384.4	16	-1	48610180
ENST00000292562.12	8	-1	144755531
ENST00000276682.8	8	-1	116766255
ENST00000529639.6	11	-1	65122134
ENST00000527548.5	11	-1	65122113
ENST00000279259.7	11	-1	65122153
ENST00000279242.7	11	1	65122321
ENST00000185150.9	2	1	53787044
ENST00000353258.8	16	-1	19522098
ENST00000374358.5	1	1	25338334
